,state,county,population,buildvalue,agrivalue,area,risk_score,risk_rating,risk_npctl,risk_spctl,resl_score,resl_ratng,resl_npctl,resl_spctl,resl_value,drgt_evnts,drgt_afreq,drgt_risks,hrcn_evnts,hrcn_afreq,hrcn_risks,storm_evnts,storm_afreq,storm_risks,full_state,revenue_per_person,state_funding
10,AL,Chilton,43643,3660172000.0,14491000.0,692.8518941783097,7.671282500587504,Very Low,35.2959898154042,13.432835820895525,51.73220200000001,Relatively Low,16.263526416295353,31.343283582089555,2.5866101,728.0,36.15839229467261,4.776980120352819,7.0,0.045927734433549,3.532716930492553,1870.0,69.25925925925925,10.850420640779532,Alabama,3756,163923108
11,AL,Choctaw,13859,1281893000.0,8261000.0,913.4670758053744,11.163399027995542,Relatively Low,66.77275620623806,62.68656716417911,48.994998,Very Low,2.864417568427753,1.492537313432836,2.4497499,315.0,15.038774331944229,6.46850537976778,14.0,0.091764171766191,16.133960636867023,2178.0,80.66666666666667,11.852999074367371,Alabama,3756,52054404
12,AL,Clarke,25833,2225429000.0,2878000.0,1238.4198881565055,9.961703798656876,Relatively Low,57.70210057288352,46.268656716417915,51.3058,Relatively Low,12.858052196053467,22.388059701492537,2.56529,392.0,16.355820909865,4.973548361407814,21.0,0.102738920395971,12.551993699375553,2319.0,85.88888888888889,15.514200853043498,Alabama,3756,97028748
13,AL,Clay,13932,1245694000.0,81329000.0,603.961409876326,7.778923672943241,Very Low,36.53723742838956,19.402985074626866,52.906198,Relatively Low,28.357733927434754,46.268656716417915,2.6453099,1127.0,57.87963686440901,12.198993630387552,6.0,0.039828011997461,7.189984097566752,1842.0,68.22222222222223,9.234880439440124,Alabama,3756,52328592
14,AL,Cleburne,14972,1078738000.0,117455000.0,560.1042477896762,7.201630822686012,Very Low,30.7129217059198,11.940298507462686,50.686202,Relatively Low,8.911521323997453,11.940298507462686,2.5343101,931.0,45.45936470742611,11.452581695170927,3.0,0.021137130139029,5.925544434724182,1605.0,59.44444444444444,8.857735710652971,Alabama,3756,56234832
15,AL,Coffee,49948,4532392000.0,199534000.0,678.9858215465537,12.770013039071126,Relatively Low,76.00254614894973,76.11940298507464,54.866,Relatively Moderate,52.60980267345639,76.11940298507464,2.7433,714.0,34.53709455269389,24.706924635778677,13.0,0.09047628008313,9.24421575568987,1840.0,68.14814814814815,17.21019293745778,Alabama,3756,187604688
16,AL,Colbert,54428,5841432000.0,60191000.0,592.6184860152262,11.161867026528585,Relatively Low,66.74092934436665,61.19402985074626,55.18839800000001,Relatively Moderate,57.0337364735837,86.56716417910447,2.7594199,357.0,17.487237310269116,0.945063892907925,3.0,0.01700839182658,4.458655561535911,2077.0,76.92592592592592,19.586516278885522,Alabama,3756,204431568
17,AL,Conecuh,13228,1116217000.0,21027000.0,850.1767653070356,10.806502816312346,Relatively Low,64.35391470401018,56.71641791044776,49.4354,Very Low,3.755569700827498,2.985074626865671,2.47177,539.0,21.167041953275948,13.28236186164586,17.0,0.099981139008962,15.365700065923944,2279.0,84.4074074074074,17.599885693915777,Alabama,3756,49684368
18,AL,Coosa,11539,1098636000.0,1707000.0,650.910371759232,4.375719788732232,Very Low,7.32017823042648,2.985074626865671,52.185202,Relatively Low,20.305537873965623,38.80597014925373,2.6092601,1106.0,53.86185208213616,2.962902895800087,7.0,0.046760146290261,2.330552964340568,1892.0,70.07407407407408,7.665147222254234,Alabama,3756,43340484
19,AL,Covington,37765,3607135000.0,126513000.0,1030.4564791047503,13.142294253314263,Relatively Low,77.75302355187779,77.61194029850746,52.017998,Relatively Low,18.87332908975175,35.82089552238806,2.6008999,665.0,29.72189806452131,22.70199692406833,19.0,0.104271029801857,13.23645718713438,2207.0,81.74074074074075,19.593875066281925,Alabama,3756,141845340
20,AL,Crenshaw,13906,1164438000.0,164850000.0,608.8646400242519,9.449413736240649,Relatively Low,53.27816677275621,44.776119402985074,53.902998,Relatively Moderate,40.547422024188414,65.67164179104478,2.6951499,707.0,31.444457796384317,19.97283183511171,13.0,0.071428131369407,8.721064024310197,1842.0,68.22222222222223,10.511372400909597,Alabama,3756,52230936
21,AL,Cullman,80406,7577726000.0,470723000.0,734.7794065002157,11.115588368070776,Relatively Low,66.39083386378103,59.701492537313435,54.5572,Relatively Moderate,48.85423297262889,73.13432835820896,2.72786,644.0,32.795620006039485,16.046838583323996,1.0,0.008925621475925,6.28507037739929,2036.0,75.4074074074074,16.336645973656946,Alabama,3756,302004936
22,AL,Dale,50251,4455433000.0,172041000.0,561.1262956911622,11.68291461532828,Relatively Low,70.68746021642265,68.65671641791045,53.9044,Relatively Moderate,40.611075747931245,67.16417910447761,2.69522,917.0,42.608255227547154,20.01598917456617,14.0,0.10591265620074,9.196965151422722,1827.0,67.66666666666667,13.776411733170605,Alabama,3756,188742756
23,AL,Dallas,43820,3611676000.0,64000000.0,978.7158597410609,12.332158581758764,Relatively Low,74.22024188415021,74.6268656716418,53.497,Relatively Moderate,35.900700190961174,64.17910447761193,2.67485,595.0,29.365093394178228,12.655867553950504,10.0,0.054263754175242,8.21057817617576,1789.0,66.25925925925925,18.50771182357816,Alabama,3756,164587920
24,AL,DeKalb,71109,5877428000.0,573280000.0,777.0984127365525,13.34064299547758,Relatively Low,78.51686823679185,79.10447761194028,53.445802,Relatively Moderate,35.07320178230427,62.68656716417911,2.6722901,749.0,36.156679834431614,22.22308643621596,1.0,0.007783750259843,7.561760789374361,1639.0,60.7037037037037,15.02091188205943,Alabama,3756,267085404
25,AL,Elmore,79303,7460436000.0,27594000.0,618.4435596006483,6.975600041555369,Very Low,28.29408020369192,10.44776119402985,55.271,Relatively Moderate,57.988542329726286,88.05970149253731,2.76355,1267.0,54.60851278656145,5.45194750922162,11.0,0.060808559412713,3.669067657556573,1700.0,62.96296296296296,12.161131366174505,Alabama,3756,297862068
26,AL,Escambia,38319,3362172000.0,30977000.0,945.1090872190074,11.249265088849098,Relatively Low,67.69573520050923,65.67164179104478,51.880398,Relatively Low,17.472947167409295,34.32835820895522,2.5940199,434.0,20.21541093051517,12.807469694752546,21.0,0.120994277464005,12.925665911411878,2681.0,99.29629629629629,19.581613236742882,Alabama,3756,143926164
27,AL,Etowah,104430,10035701000.0,93429000.0,535.2852641239775,16.79728586178315,Relatively Moderate,89.08338637810314,95.52238805970147,55.86500199999999,Relatively High,65.56333545512413,94.02985074626865,2.7932501,672.0,35.18796311154544,11.747921536198495,1.0,0.010135631895347,4.879381482637197,2001.0,74.11111111111111,16.790917108755366,Alabama,3756,392239080
28,AL,Fayette,17241,1513337000.0,24610000.0,627.6834267945599,7.687210490893031,Very Low,35.582431572246975,14.925373134328357,51.22860000000001,Relatively Low,12.12603437301082,20.8955223880597,2.56143,532.0,27.426893334466502,7.29729331084161,6.0,0.033714512941008,5.619446769196924,2056.0,76.14814814814815,12.681003064520343,Alabama,3756,64757196
29,AL,Franklin,31704,2707801000.0,139386000.0,633.9176984135519,12.159668541972696,Relatively Low,73.39274347549333,73.13432835820896,52.315402000000006,Relatively Low,21.387651177593888,40.298507462686565,2.6157701,385.0,18.255169589172237,1.473458158697901,2.0,0.020916303017629,7.309617849973579,1926.0,71.33333333333333,15.93929146682534,Alabama,3756,119080224
30,AL,Geneva,26790,2111077000.0,137578000.0,574.4699171043321,10.294890865874423,Relatively Low,60.471037555697,52.23880597014925,53.26300200000001,Relatively Moderate,32.27243793761935,52.23880597014925,2.6631501,742.0,36.89234170787714,19.61582272753496,20.0,0.115439660683194,9.56360307233331,2013.0,74.55555555555556,14.334789566430572,Alabama,3756,100623240
31,AL,Greene,9045,666928000.0,25944000.0,647.022806088426,9.118287488649733,Relatively Low,50.19096117122852,34.32835820895522,50.4596,Relatively Low,7.383831954169319,8.955223880597014,2.52298,553.0,25.59734880575049,13.469935451608888,8.0,0.057078534819814,8.88561939442221,2042.0,75.62962962962963,13.001958436710188,Alabama,3756,33973020
32,AL,Hale,15760,1140145000.0,63485000.0,643.982269826914,8.82939163991393,Relatively Low,47.485677912157854,31.343283582089555,52.463002,Relatively Low,23.07447485677912,41.7910447761194,2.6231501,553.0,26.62684557669649,10.919153962141996,8.0,0.045292894824458,6.8394196259387,1960.0,72.5925925925926,13.504573475488055,Alabama,3756,59194560
33,AL,Henry,17302,1581369000.0,122904000.0,561.7500759047298,10.999854131455248,Relatively Low,65.78612348822406,58.2089552238806,52.635798,Relatively Low,24.88860598345003,43.28358208955223,2.6317899,1078.0,51.749199499571,22.313304550314253,14.0,0.098629845650798,10.378271438777562,1863.0,69.0,11.413628854102631,Alabama,3756,64986312
34,AL,Houston,101547,10142215000.0,69721000.0,579.8507264686084,14.519546269855146,Relatively Moderate,82.71801400381922,91.04477611940298,56.20339800000001,Relatively High,69.2870782940802,95.52238805970147,2.8101699,910.0,42.05843805655598,15.845414431505636,18.0,0.132122626206352,8.829448117174648,1976.0,73.18518518518519,18.72593661235932,Alabama,3756,381410532
35,AL,Jackson,53227,4813053000.0,153489000.0,1077.9867789388743,11.751739036816744,Relatively Low,71.29217059197963,70.1492537313433,53.42879800000001,Relatively Moderate,34.78676002546149,59.701492537313435,2.6714399,749.0,38.033153992541386,13.729747843649555,2.0,0.01051445937937,4.977315973464797,1740.0,64.44444444444444,14.473272638843875,Alabama,3756,199920612
36,AL,Jefferson,658466,85350841000.0,4942000.0,1111.1710805830367,28.069692866323948,Relatively High,97.29471674092935,98.50746268656717,56.461802,Relatively High,71.67409293443666,97.01492537313432,2.8230901,714.0,34.3079947125423,3.74573145344078,5.0,0.022955584610015,5.519955244650514,2516.0,93.18518518518519,20.479735039588952,Alabama,3756,2473198296
37,AL,Lamar,14564,1243283000.0,10359000.0,604.8460170488719,7.724976680335065,Very Low,36.05983450031827,16.417910447761194,52.125,Relatively Low,19.637173774665815,37.3134328358209,2.60625,434.0,20.876508252188547,7.097513707844796,6.0,0.038314091925676,4.878919470723302,2146.0,79.48148148148148,13.61940881013929,Alabama,3756,54702384
38,AL,Lauderdale,92709,9674810000.0,72341000.0,668.2433175697158,14.085674089089554,Relatively Moderate,81.31763208147677,88.05970149253731,54.946198,Relatively Moderate,53.628262253341816,79.10447761194028,2.7473099,420.0,18.069954426469085,1.111974798084877,4.0,0.015847188501135,5.064901808502786,2165.0,80.18518518518519,17.713213218486125,Alabama,3756,348215004
39,AL,Lawrence,34339,2828645000.0,212894000.0,690.6821175411139,9.210662435365554,Relatively Low,50.954805856142585,37.3134328358209,53.038802,Relatively Moderate,29.75811584977721,47.761194029850735,2.6519401,490.0,24.881464323553296,1.419262378523113,2.0,0.015036020688009,5.371623231390933,1901.0,70.4074074074074,11.99510868904892,Alabama,3756,128977284
40,AL,Lee,140247,13067632000.0,0.0,607.5508410963025,5.98433547274114,Very Low,18.841502227880326,7.462686567164178,53.4342,Relatively Moderate,34.88224061107575,61.19402985074626,2.67171,1456.0,69.34452977370611,0.0,11.0,0.070183873534752,1.142311705438159,1429.0,52.925925925925924,11.39551959280605,Alabama,3756,526767732
41,AL,Limestone,82782,7788214000.0,131401000.0,559.9559757413299,7.836067852135025,Very Low,37.11012094207511,20.8955223880597,56.719598,Relatively High,74.53851050286441,100.0,2.8359799,588.0,29.124292773800747,7.909197267915348,3.0,0.013290103807586,3.44519248484372,2000.0,74.07407407407408,10.01016059390446,Alabama,3756,310929192
42,AL,Lowndes,11299,783294000.0,80855000.0,715.9108612207604,10.680828722975678,Relatively Low,63.239974538510495,55.223880597014926,51.0706,Relatively Low,10.98026734563972,16.417910447761194,2.55353,630.0,30.67896618655188,22.04639970287138,7.0,0.04824350969639,7.361739583174884,1770.0,65.55555555555556,12.89059732878508,Alabama,3756,42439044
43,AL,Macon,21452,1733024000.0,19567000.0,608.8063239503762,7.876946809584495,Very Low,37.46021642266072,22.388059701492537,54.02720000000001,Relatively Moderate,42.42520687460216,70.1492537313433,2.70136,1330.0,64.7819974943699,11.333199817089197,11.0,0.07017347321642,6.101312773126534,1528.0,56.592592592592595,14.222481877549944,Alabama,3756,80573712
44,AL,Madison,334811,43953893000.0,70360000.0,801.6037746279953,13.665523853842537,Relatively Moderate,79.78994271164862,83.5820895522388,55.16300199999999,Relatively Moderate,56.683640992998086,85.07462686567165,2.7581501,686.0,32.783767034700325,1.729774668114914,2.0,0.014305417077122,3.492525912293919,1979.0,73.29629629629629,18.679441748659844,Alabama,3756,1257550116
45,AL,Marengo,21027,1764277000.0,15889000.0,976.892206172276,9.433715949953616,Relatively Low,53.15085932527053,43.28358208955223,51.637998,Relatively Low,15.626989178866962,29.850746268656717,2.5818999,441.0,21.99290095358076,9.460667135442264,12.0,0.067696087294864,7.34305148407759,1945.0,72.03703703703704,12.793778164132032,Alabama,3756,78977412
46,AL,Marion,30776,2888460000.0,105344000.0,742.3417068363683,10.26969636875764,Relatively Low,60.15276893698282,50.74626865671642,51.4784,Relatively Low,14.290260980267346,26.86567164179105,2.57392,483.0,20.417117411872503,1.296452547281776,4.0,0.026245653434495,7.526107875977801,2064.0,76.44444444444444,15.164638325598098,Alabama,3756,115594656
47,AL,Marshall,93019,8338132000.0,283606000.0,565.8435713938475,16.994863470919803,Relatively Moderate,89.40165499681731,97.01492537313432,53.401198,Relatively Moderate,34.40483768300446,58.2089552238806,2.6700599,686.0,36.01157458669973,17.120121771023395,2.0,0.011758360981096,7.249431396193702,1708.0,63.25925925925926,20.838485019769358,Alabama,3756,349379364
48,AL,Mobile,412992,43550759000.0,90579000.0,1229.3979712944729,32.655265774091575,Relatively High,98.28134945894334,100.0,55.72280000000001,Relatively High,63.940165499681726,92.5373134328358,2.78614,413.0,19.04423288298044,12.91798695024288,43.0,0.218762238440708,50.66008222317326,3102.0,114.88888888888889,26.144809928520637,Alabama,3756,1551197952
49,AL,Monroe,23068,1960657000.0,35440000.0,1025.686702024308,9.963326374025115,Relatively Low,57.733927434754925,47.761194029850735,51.467,Relatively Low,14.194780394653089,25.37313432835821,2.57335,420.0,17.39245347822792,12.071457481039683,16.0,0.097376343931875,13.842619244426082,2295.0,85.0,15.982623529630418,Alabama,3756,86643408
50,AL,Montgomery,229363,27242420000.0,46860000.0,785.2405382762864,14.491024412625617,Relatively Moderate,82.59070655633353,89.55223880597015,56.648002,Relatively High,73.42457033736474,98.50746268656717,2.8324001,1071.0,43.54629774340791,9.191560645466083,9.0,0.06076464401652,5.555934080785292,1683.0,62.333333333333336,22.716121447452885,Alabama,3756,861487428
51,AL,Morgan,119490,12416507000.0,99736000.0,579.385537651541,16.660623190068645,Relatively Moderate,88.82877148313176,94.02985074626865,55.138798,Relatively Moderate,56.49267982176958,83.5820895522388,2.7569399,665.0,31.83829836369934,10.809576792125398,2.0,0.011260185903065,4.397079638162025,1840.0,68.14814814814815,16.48199407067855,Alabama,3756,448804440
52,AL,Perry,10591,791517000.0,37181000.0,719.65000619395,10.222353205298331,Relatively Low,59.707192870782954,49.25373134328358,49.611202,Very Low,4.169318905155952,4.477611940298507,2.4805601,581.0,30.186597839837876,12.104768632650304,8.0,0.048323448708879,8.435964787822062,1771.0,65.5925925925926,14.980064051889252,Alabama,3756,39779796
53,AL,Pickens,19746,1457481000.0,88791000.0,881.4298847476182,11.414390517585906,Relatively Low,68.90515595162316,67.16417910447761,51.129598,Relatively Low,11.457670273711011,19.402985074626866,2.5564799,532.0,25.76273901284849,19.172850592019294,9.0,0.050167369499331,10.406573519138156,2224.0,82.37037037037037,14.851295759483227,Alabama,3756,74165976
54,AL,Pike,32899,2659626000.0,138831000.0,672.0674891531417,10.549233435886745,Relatively Low,62.189688096753656,53.731343283582085,54.0172,Relatively Moderate,42.29789942711648,68.65671641791045,2.70086,847.0,39.31190957431152,22.404883142544783,10.0,0.076558948364188,7.730250375357571,1701.0,63.0,14.571790715837928,Alabama,3756,123568644
55,AL,Randolph,22913,2057202000.0,152711000.0,580.5491193492683,9.2990312785567,Relatively Low,51.718650541056654,38.80597014925373,50.841198,Relatively Low,9.73901973265436,14.925373134328357,2.5420599,1218.0,57.86182010523892,15.413652873686337,9.0,0.058053462967463,10.113108978346808,1619.0,59.96296296296296,10.079931602453936,Alabama,3756,86061228
56,AL,Russell,52947,4098684000.0,26083000.0,641.1447560356538,8.663921602106896,Relatively Low,45.89433481858688,29.850746268656717,53.309598,Relatively Moderate,32.87714831317632,53.731343283582085,2.6654799,1239.0,63.087628776870446,14.591072478621776,9.0,0.070944535404244,5.214101961439604,1481.0,54.851851851851855,12.426380630972684,Alabama,3756,198868932
57,AL,St. Clair,83593,6996774000.0,58251000.0,631.9077286219524,7.771995114266976,Very Low,36.47358370464672,17.91044776119403,54.07000000000001,Relatively Moderate,42.838956078930615,71.64179104477611,2.7035,672.0,35.45278743755185,6.039558532267004,2.0,0.012861945052052,2.769053078280867,2372.0,87.85185185185185,12.175478934071084,Alabama,3756,313975308
58,AL,Shelby,195085,25538759000.0,16542000.0,785.3730975176398,8.468597136827709,Relatively Low,44.04837683004455,26.86567164179105,54.9644,Relatively Moderate,53.9147040101846,80.59701492537313,2.74822,791.0,37.96382293409064,2.958476693114354,7.0,0.033681354289138,2.633435446257316,2188.0,81.03703703703704,8.079148408875394,Alabama,3756,732739260
59,AL,Sumter,13763,1054717000.0,21871000.0,903.8257528793299,14.049764744322026,Relatively Moderate,81.12667091024825,86.56716417910447,49.986802,Very Low,5.633354551241248,7.462686567164178,2.4993401,336.0,16.98477494589817,15.02854110404544,11.0,0.066325448434868,12.241669347796575,2150.0,79.62962962962963,18.779080167945615,Alabama,3756,51693828
60,AL,Talladega,82291,7379359000.0,40384000.0,736.7797677574441,11.189417141747976,Relatively Low,67.09102482495226,64.17910447761193,53.126798,Relatively Moderate,30.840229153405478,49.25373134328358,2.6563399,938.0,38.932377049029355,8.487021136612439,6.0,0.029812580838912,4.993225031464024,2126.0,78.74074074074075,16.281485088587743,Alabama,3756,309084996
61,AL,Tallapoosa,41616,4456061000.0,16531000.0,716.5169251440589,8.44661708570576,Relatively Low,43.73010821133037,25.37313432835821,55.0558,Relatively Moderate,55.21960534691279,82.08955223880598,2.75279,1386.0,65.67082766529576,8.542334507246988,11.0,0.066607395798451,5.844352878979821,1584.0,58.666666666666664,14.917138159503304,Alabama,3756,156309696
62,AL,Tuscaloosa,194656,20197695000.0,38591000.0,1320.8710779747837,13.456271694456255,Relatively Moderate,78.8987905792489,80.59701492537313,55.381398,Relatively High,59.8026734563972,89.55223880597015,2.7690699,665.0,31.88086439047349,5.780655215560951,6.0,0.031990590948704,5.350802386631583,2071.0,76.70370370370371,15.410326700754373,Alabama,3756,731127936
63,AL,Walker,67023,5789629000.0,55074000.0,791.0017917018539,11.809138826307462,Relatively Low,71.61043921069383,71.64179104477611,53.242602,Relatively Moderate,31.95416931890516,50.74626865671642,2.6621301,581.0,29.372832424051207,8.899092404031995,4.0,0.023227000343056,5.950364475617872,2270.0,84.07407407407408,14.295727412632194,Alabama,3756,251738388
64,AL,Washington,17581,1502022000.0,31270000.0,1080.2054302977397,6.366237146424267,Very Low,21.64226607256525,8.955223880597014,51.50940000000001,Relatively Low,14.60852959898154,28.35820895522388,2.57547,308.0,15.33231012409582,5.812146362465214,25.0,0.151155021051005,8.250343446805102,2628.0,97.33333333333333,8.360049156123202,Alabama,3756,66034236
65,AL,Wilcox,11670,831018000.0,9138000.0,888.449702121219,8.510674600694516,Relatively Low,44.46212603437301,28.35820895522388,50.464000000000006,Relatively Low,7.447485677912158,10.44776119402985,2.5232,567.0,25.157825739935152,9.570201688019052,10.0,0.067103577040546,10.639042558130878,1886.0,69.85185185185185,13.352439446621595,Alabama,3756,43832520
66,AL,Winston,24484,2462094000.0,27731000.0,612.978978071534,8.982966035503871,Relatively Low,48.88605983450032,32.83582089552239,51.0988,Relatively Low,11.171228516868236,17.91044776119403,2.55494,581.0,27.303139777967317,0.954026586328635,4.0,0.023936329363891,5.043123969764286,2009.0,74.4074074074074,15.325573684884237,Alabama,3756,91961904
67,AK,Aleutians East,3141,479651000.0,0.0,6985.253171981386,4.539694524470731,Very Low,8.084022915340547,41.379310344827594,41.189398,Very Low,0.031826861871419,3.448275862068965,2.0594699,0.0,0.0,0.0,0.0,0.0,0.0,675.0,25.0,21.95,Alaska [4],4523,14206743
68,AK,Aleutians West,5561,1002757000.0,2979000.0,4392.544716744725,2.857683041572876,Very Low,2.259707192870783,27.58620689655172,46.817798,Very Low,0.922978994271165,48.27586206896552,2.3408899,0.0,0.0,0.0,0.0,0.0,0.0,675.0,25.0,21.95,Alaska [4],4523,25152403
69,AK,Bethel,17013,1326889000.0,0.0,40625.5867466752,9.366089129097125,Relatively Low,52.57797581158498,86.20689655172413,49.889798,Very Low,5.251432208784214,89.65517241379311,2.4944899,0.0,0.0,0.0,0.0,0.0,0.0,675.0,25.0,21.95,Alaska [4],4523,76949799
70,AK,Anchorage,291826,36454960000.0,37536000.0,1706.3184289063151,16.837537075259227,Relatively Moderate,89.14704010184595,100.0,52.1424,Relatively Low,19.92361553150859,100.0,2.60712,0.0,0.0,0.0,0.0,0.0,0.0,675.0,25.0,21.95,Alaska [4],4523,1319928998
71,AK,Bristol Bay,997,376625000.0,0.0,492.858297204708,2.100615425098285,Very Low,1.400381922342457,13.79310344827586,47.999602,Very Low,1.464035646085296,58.620689655172406,2.3999801,0.0,0.0,0.0,0.0,0.0,0.0,675.0,25.0,21.95,Alaska [4],4523,4509431
72,AK,Denali,1826,516717000.0,0.0,12706.727003086044,4.542448341843252,Very Low,8.115849777211967,44.82758620689656,42.8934,Very Low,0.127307447485678,10.344827586206897,2.14467,0.0,0.0,0.0,0.0,0.0,0.0,675.0,25.0,21.95,Alaska [4],4523,8258998
73,AK,Dillingham,4847,667099000.0,0.0,18583.162239069516,5.869838109904194,Very Low,17.568427753023553,55.172413793103445,48.37979800000001,Very Low,1.909611712285169,68.96551724137932,2.4189899,0.0,0.0,0.0,0.0,0.0,0.0,675.0,25.0,21.95,Alaska [4],4523,21922981
74,AK,Fairbanks North Star,97581,12507282000.0,10392000.0,7329.259560115126,6.201021301893993,Very Low,20.591979630808403,58.620689655172406,48.431,Very Low,2.005092297899427,72.41379310344827,2.42155,0.0,0.0,0.0,0.0,0.0,0.0,675.0,25.0,21.95,Alaska [4],4523,441358863
75,AK,Haines,2508,380905000.0,0.0,2429.9813445382497,2.315454610164238,Very Low,1.559516231699554,20.689655172413797,45.930600000000005,Very Low,0.668364099299809,27.58620689655172,2.29653,0.0,0.0,0.0,0.0,0.0,0.0,675.0,25.0,21.95,Alaska [4],4523,11343684
76,AK,Hoonah-Angoon,2149,412981000.0,0.0,6074.815994169115,5.597215677361428,Very Low,15.245066836409928,51.72413793103448,46.1936,Very Low,0.763844684914067,34.48275862068966,2.30968,0.0,0.0,0.0,0.0,0.0,0.0,675.0,25.0,21.95,Alaska [4],4523,9719927
77,AK,Juneau,31275,4220784000.0,14129000.0,2612.9392259013134,3.866298261538296,Very Low,5.028644175684278,37.93103448275862,50.451198,Relatively Low,7.32017823042648,96.55172413793105,2.5225599,0.0,0.0,0.0,0.0,0.0,0.0,675.0,25.0,21.95,Alaska [4],4523,141456825
78,AK,Kenai Peninsula,55400,8113012000.0,5423000.0,16078.745303855132,14.15194404331906,Relatively Moderate,81.47676639083387,96.55172413793105,48.270602,Very Low,1.686823679185232,62.068965517241374,2.4135301,0.0,0.0,0.0,0.0,0.0,0.0,675.0,25.0,21.95,Alaska [4],4523,250574200
79,AK,Ketchikan Gateway,13477,1970494000.0,0.0,4856.972831791304,1.576011451983159,Very Low,0.732017823042648,3.448275862068965,49.6416,Very Low,4.328453214513049,86.20689655172413,2.48208,0.0,0.0,0.0,0.0,0.0,0.0,675.0,25.0,21.95,Alaska [4],4523,60956471
80,AK,Kodiak Island,13592,1582929000.0,0.0,6557.537091857652,9.134263956480288,Relatively Low,50.28644175684277,79.3103448275862,45.977002000000006,Very Low,0.700190961171229,31.034482758620687,2.2988501,0.0,0.0,0.0,0.0,0.0,0.0,675.0,25.0,21.95,Alaska [4],4523,61476616
